Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EYEG,Eyegate Pharmaceuticals Inc.,1.14,$19.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,Eyegate Pharmaceuticals Inc.,0.0922,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
EZPW,EZCORP Inc.,9.15,$496.82M,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,F5 Networks Inc.,115.66,$7.35B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,Facebook Inc.,173.21,$503.04B,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FALC,FalconStor Software Inc.,0.3902,$17.39M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,Famous Dave&#39;s of America Inc.,4.2739,$29.74M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,9.23,$569.9M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,32.85,$553.39M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FMAO,Farmers & Merchants Bancorp Inc.,82.05,$379.12M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fmao
FFKT,Farmers Capital Bank Corporation,36.45,$273.88M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,12.95,$350.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,FARO Technologies Inc.,33.6,$561.39M,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,41.93,$12.07B,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FATE,Fate Therapeutics Inc.,4.19,$173.53M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,Fauquier Bankshares Inc.,18.5,$69.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FSACU,Federal Street Acquisition Corp.,10.1892,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsacu
FNHC,Federated National Holding Company,10.55,$136.89M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
GSM,Ferroglobe PLC,13.42,$2.31B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
FCSC,Fibrocell Science Inc,2.88,$42.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,FibroGen Inc,48.8,$3.47B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,251.84,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,20.76,$554.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,15.85,$388.02M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,Fiesta Restaurant Group Inc.,15.9,$430.73M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSAM,Fifth Street Asset Management Inc.,3.9,$194.75M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam
FSC,Fifth Street Finance Corp.,5.54,$780.92M,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,25.2788,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,8.85,$260.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,24.97,$18.4B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,29.8,$536.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
FNGN,Financial Engines Inc.,31,$1.96B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,Financial Institutions Inc.,25.8,$390.31M,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,21.99,$2.5B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FNJN,Finjan Holdings Inc.,2.33,$63.99M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
FNTE,FinTech Acquisition Corp. II,9.78,$233.68M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnte
FNTEU,FinTech Acquisition Corp. II,10.3992,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu
FNTEW,FinTech Acquisition Corp. II,1.32,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fntew
FEYE,FireEye Inc.,15.77,$2.87B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,30.08,$742.32M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,First Bancorp Inc (ME),25.53,$276.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,12.15,$182.44M,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,27.48,$1.25B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,First Business Financial Services Inc.,20.79,$181.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,First Capital Inc.,35,$116.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,First Cash Inc.,58.25,$2.78B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,First Citizens BancShares Inc.,325.67,$3.91B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCBC,First Community Bancshares Inc.,25.28,$430.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,20.35,$136.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FBNK,First Connecticut Bancorp Inc.,23.5,$374.71M,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,47.16,$478.72M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,23.1,$1.44B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,12.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,First Financial Bankshares Inc.,37.65,$2.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,41.85,$511.56M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,First Financial Northwest Inc.,15.95,$176.08M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,16.17,$557.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,First Guaranty Bancshares Inc.,28.93,$231.65M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,First Hawaiian Inc.,26.5,$3.7B,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,30.85,$200.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,26,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
FIBK,First Interstate BancSystem Inc.,33.65,$1.9B,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,37.42,$1.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,First Mid-Illinois Bancshares Inc.,34.38,$430.23M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,First Midwest Bancorp Inc.,20.64,$2.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNWB,First Northwest Bancorp,15.4,$183.29M,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
FSFG,First Savings Financial Group Inc.,52.47,$117.66M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,First Solar Inc.,47.45,$4.95B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,First South Bancorp Inc,16.75,$159.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
FAAR,First Trust Alternative Absolute Return Strategy ETF,29.91,$7.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,34.22,$49.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,29.05,$193.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,17.96,$14.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FCAL,First Trust California Municipal High income ETF,50.91,$10.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,24.99,$7.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,46.715,$483.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,21.77,$31.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,27.72,$11.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,41.19,$949.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,50.3614,$5.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,58.471,$578.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,40.59,$8.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,23.41,$321.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,25.19,$2.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,21.3,$765.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,26.34,$23.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwpp
FEM,First Trust Emerging Markets AlphaDEX Fund,27.1997,$376.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,53.5128,$5.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,44.68,$49.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,43.74,$249.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,60.02,$1.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,37.08,$548.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,41.99,$14.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,47.64,$212M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,20.6201,$143.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTHI,First Trust High Income ETF,22.01,$51.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi
HYLS,First Trust High Yield Long/Short ETF,49.16,$1.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,41.74,$8.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,First Trust Indxx Global Agriculture ETF,25.73,$7.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.8,$9.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,First Trust International IPO ETF,34.6228,$20.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,First Trust International Multi-Asset Diversified Income Index,18.69,$12.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
FJP,First Trust Japan AlphaDEX Fund,54.1111,$67.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,53.4401,$1.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,55.97,$652.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,19.9,$1.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,49.66,$1.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,22.68,$24.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln
FTLB,First Trust Low Beta Income ETF,21.86,$7.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
LMBS,First Trust Low Duration Opportunities ETF,52.19,$741.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,53.63,$185.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,31.2999,$15.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,58.99,$681.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,34.9128,$101.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,19.55,$1.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,32.735,$54.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,59.2223,$103.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,51.332,$102.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.16,$855.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,19.2812,$12.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcef
QABA,First Trust NASDAQ ABA Community Bank Index Fund,46.12,$315.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
FTXO,First Trust Nasdaq Bank ETF,24.7,$973.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,18.75,$79.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,47.04,$23.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,21.57,$298.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,19.9999,$3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,38.46,$17.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,17.6864,$2.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.19,$2.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,19.63,$1.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,26.2899,$22.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,49.2455,$17.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,31.9,$705.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,22.7486,$3.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,54.81,$531.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,46.78,$98.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,65.91,$2.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,23.54,$156.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,First Trust RBA Quality Income ETF,24.245,$27.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
RDVY,First Trust Rising Dividend Achievers ETF,26.71,$249.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,58.19,$23.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,62.21,$339.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,68.2,$57.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,63.72,$101.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfeu
FTSL,First Trust Senior Loan Fund ETF,48.39,$1.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,54.89,$474.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,38.55,$121.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyc
RNSC,First Trust Small Cap US Equity Select ETF,19.558,$1.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnsc
FYT,First Trust Small Cap Value AlphaDEX Fund,32.9609,$59.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyt
FKO,First Trust South Korea AlphaDEX Fund,26.84,$5.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,28.13,$54.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,51.1802,$102.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,50.6,$199.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz
FTW,First Trust Taiwan AlphaDEX Fund,37.51,$3.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw
FIXD,First Trust TCW Opportunistic Fixed Income ETF,51.293,$51.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fixd
TUSA,First Trust Total US Market AlphaDEX ETF,29.84,$11.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,37.582,$28.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku
RNDV,First Trust US Equity Dividend Select ETF,19.92,$1.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndv
FUNC,First United Corporation,15.2,$107.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
FUSB,First US Bancshares Inc.,11.08,$67.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fusb
SVVC,Firsthand Technology Value Fund Inc.,7.4244,$55.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FSV,FirstService Corporation,69.27,$2.4B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FISV,Fiserv Inc.,122.83,$25.85B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,Five Below Inc.,49.44,$2.73B,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,Five Prime Therapeutics Inc.,33.72,$974.58M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FVE,Five Star Senior Living Inc.,1.6,$80.09M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FIVN,Five9 Inc.,21.69,$1.2B,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,16.19,$8.62B,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLKS,Flex Pharma Inc.,3.33,$59.85M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,Flexion Therapeutics Inc.,23.87,$761.59M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,51.22,$46.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,54.2504,$16.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.13,$37.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,28.32,$4.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
ESGG,FlexShares STOXX Global ESG Impact Index Fund,88.89,$8.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgg
ESG,FlexShares STOXX US ESG Impact Index Fund,58.27,$13.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esg
QLC,FlexShares US Quality Large Cap Index Fund,30.0152,$25.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FPAY,FlexShopper Inc.,5.5,$29.11M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
FLXS,Flexsteel Industries Inc.,45.21,$353.68M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLIR,FLIR Systems Inc.,37.92,$5.2B,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,Fluidigm Corporation,5.25,$202.15M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,26.38,$759.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FNBG,FNB Bancorp,31.91,$234.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbg
FOMX,Foamix Pharmaceuticals Ltd.,5.79,$216.7M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,Fogo de Chao Inc.,12.25,$345.88M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,Fonar Corporation,29.2,$184.83M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
